T,field,M
1.9065544860193488,0.6604511308773485,0.93634033203125
1.9754351359870304,0.6604511308773485,0.95953369140625
2.044315785954712,0.6604511308773485,-0.9456787109375
2.1131964359223936,0.6604511308773485,0.912384033203125
2.1820770858900755,0.6604511308773485,0.92510986328125
2.2509577358577566,0.6604511308773485,-0.87994384765625
2.319838385825439,0.6604511308773485,0.88287353515625
2.3887190357931205,0.6604511308773485,0.91534423828125
2.4575996857608016,0.6604511308773485,-0.88726806640625
2.526480335728484,0.6604511308773485,-0.562774658203125
2.595360985696165,0.6604511308773485,-0.835357666015625
2.6642416356638474,0.6604511308773485,0.5706787109375
2.733122285631529,0.6604511308773485,-0.570281982421875
2.8020029355992104,0.6604511308773485,0.778076171875
2.8708835855668924,0.6604511308773485,-0.610870361328125
2.939764235534574,0.6604511308773485,-0.70172119140625
1.064205248742382,-0.4277930495652882,0.998382568359375
1.2563905033652834,-0.4277930495652882,-0.996246337890625
1.4485757579881846,-0.4277930495652882,-0.98944091796875
1.640761012611086,-0.4277930495652882,0.968292236328125
1.8329462672339876,-0.4277930495652882,0.978851318359375
2.0251315218568884,-0.4277930495652882,-0.919464111328125
2.21731677647979,-0.4277930495652882,0.94000244140625
2.409502031102692,-0.4277930495652882,0.387847900390625
2.6016872857255926,-0.4277930495652882,0.83978271484375
2.793872540348494,-0.4277930495652882,-0.37261962890625
2.986057794971395,-0.4277930495652882,-0.68682861328125
3.1782430495942964,-0.4277930495652882,0.71240234375
3.3704283042171985,-0.4277930495652882,-0.311920166015625
3.5626135588401,-0.4277930495652882,0.505462646484375
3.7547988134630006,-0.4277930495652882,0.138397216796875
3.946984068085902,-0.4277930495652882,0.233154296875
1.4458542067823847,0.16174226470413222,-0.989654541015625
1.558444849851514,0.16174226470413222,0.990570068359375
1.6710354929206437,0.16174226470413222,0.97821044921875
1.7836261359897727,0.16174226470413222,0.97607421875
1.896216779058902,0.16174226470413222,-0.97393798828125
2.0088074221280308,0.16174226470413222,0.96234130859375
2.1213980651971607,0.16174226470413222,-0.957183837890625
2.23398870826629,0.16174226470413222,-0.944549560546875
2.3465793513354187,0.16174226470413222,0.912750244140625
2.4591699944045486,0.16174226470413222,0.810546875
2.5717606374736777,0.16174226470413222,-0.333892822265625
2.6843512805428067,0.16174226470413222,0.8245849609375
2.7969419236119366,0.16174226470413222,0.78985595703125
2.909532566681066,0.16174226470413222,-0.546844482421875
3.0221232097501947,0.16174226470413222,0.161407470703125
3.134713852819325,0.16174226470413222,-0.207550048828125
1.3199785285631398,-0.9980075004079212,-0.99530029296875
1.4167455149878414,-0.9980075004079212,0.994171142578125
1.5135125014125432,-0.9980075004079212,0.990509033203125
1.6102794878372448,-0.9980075004079212,0.97918701171875
1.7070464742619469,-0.9980075004079212,0.985870361328125
1.8038134606866485,-0.9980075004079212,0.97564697265625
1.9005804471113497,-0.9980075004079212,0.9637451171875
1.9973474335360517,-0.9980075004079212,0.92694091796875
2.094114419960753,-0.9980075004079212,0.938751220703125
