field,T,E,C,X,M
0.6604511308773485,1.9065544860193486,-0.8659315317189806,0.1318792169671518,0.19107443106231128,0.93634033203125
0.6604511308773485,1.9754351359870304,-0.3330799171844818,0.03090360860949128,0.0640475728539618,0.95953369140625
0.6604511308773485,2.044315785954712,-0.3295519617870287,0.03524709870197322,0.09959552216932438,-0.9456787109375
0.6604511308773485,2.1131964359223936,-0.6166855932571621,0.09147823395151797,0.2962094936843662,0.912384033203125
0.6604511308773485,2.1820770858900755,-0.3434811729872494,0.04524117386217198,0.14799600011246902,0.92510986328125
0.6604511308773485,2.250957735857757,-0.5596108349572003,0.08506589444113913,0.23292958086248458,-0.87994384765625
0.6604511308773485,2.319838385825439,-0.4082081620705257,0.06062117369875142,0.2976985633007529,0.88287353515625
0.6604511308773485,2.3887190357931205,0.036045615227847924,0.014766828687751744,0.14276285346997206,0.91534423828125
0.6604511308773485,2.457599685760802,-0.08979173792229071,0.026624229129360515,0.18994471857148998,-0.88726806640625
0.6604511308773485,2.526480335728484,-0.5530017921403507,0.19392012287475827,5.008785164027886,-0.562774658203125
0.6604511308773485,2.5953609856961655,-0.2539074636444681,0.04926724123799167,0.3607310378710122,-0.835357666015625
0.6604511308773485,2.6642416356638474,-0.45014288179050493,0.11417996515615214,2.120363732472995,0.5706787109375
0.6604511308773485,2.733122285631529,-0.4628009980588256,0.12926193203503908,2.237442440817909,-0.570281982421875
0.6604511308773485,2.8020029355992104,-0.10270639035089581,0.03331825109140559,0.4610401254400718,0.778076171875
0.6604511308773485,2.8708835855668924,-0.3332907714920784,0.07234497493422133,1.3246644671711592,-0.610870361328125
0.6604511308773485,2.939764235534574,-0.1711299651063917,0.04279746631597623,0.763705166300827,-0.70172119140625
-0.4277930495652882,1.064205248742382,-1.004325858698018,0.010916089560354376,0.0028823705180000274,0.998382568359375
-0.4277930495652882,1.2563905033652834,-1.1565554955184676,0.02423068096017633,0.007880880951361633,-0.996246337890625
-0.4277930495652882,1.4485757579881846,-1.0908654811480563,0.04379190268436522,0.021787372344544483,-0.98944091796875
-0.4277930495652882,1.640761012611086,-1.1268901619237854,0.1261988202595448,0.08342984954635961,0.968292236328125
-0.4277930495652882,1.8329462672339873,-0.059368792603952225,0.011649456050509037,0.029236691428430404,0.978851318359375
-0.4277930495652882,2.0251315218568884,-0.82852280855367,0.14538236223219342,0.23881747494157782,-0.919464111328125
-0.4277930495652882,2.21731677647979,-0.18092928770068406,0.025165898889314257,0.10012612094876008,0.94000244140625
-0.4277930495652882,2.4095020311026913,-0.6432980638140666,0.2888845874984633,9.958535652989436,0.387847900390625
-0.4277930495652882,2.6016872857255926,-0.19820473403040686,0.03895810513978455,0.40485802284729,0.83978271484375
-0.4277930495652882,2.793872540348494,-0.4800289817968922,0.1488976230501463,4.666891447995263,-0.37261962890625
-0.4277930495652882,2.986057794971395,-0.13968582303890803,0.03907610861341388,0.6945839543133482,-0.68682861328125
-0.4277930495652882,3.1782430495942964,0.0505895103485061,0.03685005919567364,0.5403205074829464,0.71240234375
-0.4277930495652882,3.370428304217198,-0.25893766646444977,0.06937140196882012,1.4823799491419225,-0.311920166015625
-0.4277930495652882,3.5626135588400993,-0.069418181696959,0.04021032187161531,0.7274252424501643,0.505462646484375
-0.4277930495652882,3.7547988134630006,-0.27424390140439087,0.05260953040573934,1.0936654916267343,0.138397216796875
-0.4277930495652882,3.946984068085902,-0.2184039642737184,0.05019104187327118,1.0356756417187019,0.233154296875
0.16174226470413222,1.4458542067823847,-1.0222053795043968,0.0456715058871318,0.022912546649666077,-0.989654541015625
0.16174226470413222,1.558444849851514,-0.26379825690000475,0.011419052128824641,0.01424622457481655,0.990570068359375
0.16174226470413222,1.6710354929206435,-0.7828550788706262,0.05441548607118455,0.044858694215147224,0.97821044921875
0.16174226470413222,1.7836261359897727,-0.4894151226249643,0.030141830502877078,0.037633118135875075,0.97607421875
0.16174226470413222,1.896216779058902,-0.23710089602893122,0.01906557158445962,0.03906889267442242,-0.97393798828125
0.16174226470413222,2.008807422128031,-0.34596534507601806,0.028005373116325772,0.059702103643343434,0.96234130859375
